Date,Track,Artist,Album
2017-05-21 20:31:10-04:00,Campus,Vampire Weekend,Vampire Weekend
2017-05-21 19:39:13-04:00,Hummer,Foals,Hummer
2017-05-21 19:34:37-04:00,Fuck Forever,Babyshambles,Down In Albion (International Edition)
2017-05-21 19:32:50-04:00,Campus,Vampire Weekend,Vampire Weekend
2017-05-21 19:28:24-04:00,If I Ever Feel Better,Phoenix,United
2017-05-21 19:02:44-04:00,Believe,Cher,Believe
2017-05-21 18:58:50-04:00,We R Who We R,Ke$ha,Cannibal
2017-05-21 18:55:31-04:00,Overprotected - Album Version - 2009 Remaster,Britney Spears,The Singles Collection
2017-05-21 18:46:34-04:00,Lights,Ellie Goulding,Halcyon Days
2017-05-21 18:42:56-04:00,Kill Em With Kindness,Selena Gomez,Revival (Deluxe)
2017-05-21 18:39:25-04:00,Booty,Jennifer Lopez,Booty
2017-05-21 18:34:08-04:00,Vogue,Madonna,Celebration (double disc version)
2017-05-21 18:30:35-04:00,All the Things She Said,t.A.T.u.,t.A.T.u. - The Best
2017-05-21 18:26:47-04:00,Used To Love You,Gwen Stefani,This Is What the Truth Feels Like
2017-05-21 18:22:41-04:00,Fighter,Christina Aguilera,Stripped
2017-05-21 18:19:47-04:00,Wannabe - Radio Edit,Spice Girls,Spice
2017-05-21 18:16:24-04:00,Do Somethin' - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-05-21 18:12:08-04:00,Untouched,The Veronicas,Hook Me Up (US Version)
2017-05-21 18:08:41-04:00,The Fear,Lily Allen,"It's Not Me, It's You [Special Edition]"
2017-05-21 18:04:07-04:00,0303456,Raffaella carrà,Tutto Carra'
2017-05-21 17:58:46-04:00,Amante Bandido,Miguel Bosé,Colección Definitiva
2017-05-21 17:53:46-04:00,You Can Do Better Than Me,Death Cab for Cutie,Narrow Stairs
2017-05-21 17:51:20-04:00,Marching Bands of Manhattan,Death Cab for Cutie,Plans
2017-05-21 17:43:20-04:00,Overture/And All That Jazz,Catherine Zeta-Jones,Chicago - Music From The Miramax Motion Picture
2017-05-21 17:40:00-04:00,Too Young,Phoenix,United
2017-05-20 21:23:41-04:00,Luz de Piedra de Luna,Javiera Mena,Mena
2017-05-20 21:19:21-04:00,Campus,Vampire Weekend,Vampire Weekend
2017-05-20 21:14:25-04:00,National Anthem,Lana Del Rey,Born to Die - The Paradise Edition
2017-05-20 21:09:51-04:00,Don't Cha,The Pussycat Dolls,PCD (Revised International Version)
2017-05-20 21:06:35-04:00,Too Young,Phoenix,United
2017-05-20 18:23:07-04:00,You're My Waterloo,The Libertines,Anthems For Doomed Youth (Deluxe)
2017-05-20 18:19:45-04:00,En La Naturaleza (4-3-2-1-0),Gepe,GP
2017-05-20 18:15:32-04:00,Rich Girl,Gwen Stefani,Love Angel Music Baby
2017-05-20 18:12:25-04:00,Rebeldes,Alex Anwandter,Rebeldes
2017-05-20 18:08:53-04:00,Just Like Heaven,The Cure,Kiss Me Kiss Me Kiss Me
2017-05-18 08:29:12-04:00,torneo local,Dënver,Fuera de Campo
2017-05-18 08:25:18-04:00,"Swing, Swing",The All-American Rejects,The All-American Rejects
2017-05-18 08:21:54-04:00,Don - En vivo,Miranda!,Luna Magistral
2017-05-18 08:17:43-04:00,Un Día Ayer,Gepe,Audiovisión
2017-05-18 08:13:39-04:00,Romix - En vivo,Miranda!,Luna Magistral
2017-05-18 08:09:06-04:00,Esa fuerza,Javiera Mena,Otra Era
2017-05-18 08:04:20-04:00,Submarino,Marineros,O marineros
2017-05-18 08:00:57-04:00,Ahondar en ti,Javiera Mena,Mena
2017-05-18 07:57:28-04:00,Your Heart Is an Empty Room,Death Cab for Cutie,Plans
2017-05-18 07:54:55-04:00,Visitarte,Fármacos,Estado de Gracia
2017-05-18 07:50:22-04:00,Traición,Alex Anwandter,Amiga
2017-05-18 07:48:07-04:00,Tucán,Miranda!,Magistral
2017-05-18 07:45:01-04:00,Noche profunda,Dënver,Sangre Cita
2017-05-18 07:41:44-04:00,Too Young,Phoenix,United
2017-05-17 17:51:43-04:00,Diane Keaton,Dënver,"Música, Gramática, Gimnasia"
2017-05-17 17:48:14-04:00,Amiga,Alex Anwandter,Amiga
2017-05-17 17:43:10-04:00,Rare,Gwen Stefani,This Is What the Truth Feels Like
2017-05-17 17:39:45-04:00,I'm A Slave 4 U - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-05-17 17:36:12-04:00,Piece of Me - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-05-17 17:32:39-04:00,Get Ur Freak On,Missy Elliott,Miss E...So Addictive
2017-05-17 17:29:43-04:00,Inbetween Days (Bestival Live 2011),The Cure,Bestival Live 2011
2017-05-17 12:21:50-04:00,Cabros,Odisea,Odisea
2017-05-17 12:18:24-04:00,Too Young,Phoenix,United
2017-05-17 08:20:28-04:00,Como una Estrella,Alex Anwandter,Rebeldes
2017-05-17 08:16:42-04:00,woRK frOm HoMe,Fifth Harmony,Work from Home
2017-05-17 08:13:02-04:00,Acá Entera,Javiera Mena,Mena
2017-05-17 08:09:43-04:00,Too Young,Phoenix,United
2017-05-16 18:49:40-04:00,Con Un Solo Zapato No Se Puede Caminar,Gepe,GP
2017-05-16 18:45:41-04:00,Amar en el campo,Teleradio Donoso,bailar y llorar
2017-05-16 18:43:12-04:00,Hummer,Foals,Hummer
2017-05-16 18:38:42-04:00,Alfabeto,Gepe,Audiovisión
2017-05-16 18:35:52-04:00,Dancing On My Own - Radio Version,Robyn,Body Talk Pt. 1
2017-05-16 18:32:48-04:00,Granada,Teleradio Donoso,bailar y llorar
2017-05-16 18:28:02-04:00,"Sincronía, Pegaso",Javiera Mena,Otra Era
2017-05-16 18:23:50-04:00,Marching Bands of Manhattan,Death Cab for Cutie,Plans
2017-05-16 18:21:00-04:00,El Sonido de los Corazones Que Se Quiebran,Alex Anwandter,Amiga
2017-05-16 18:16:52-04:00,Work B**ch,Britney Spears,Britney Jean (Deluxe Version)
2017-05-16 18:12:03-04:00,Express - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,Burlesque Original Motion Picture Soundtrack
2017-05-16 18:09:04-04:00,Too Young,Phoenix,United
2017-05-16 17:48:54-04:00,Lights,Ellie Goulding,Halcyon Days
2017-05-16 17:45:30-04:00,L8 CMMR,Lily Allen,Sheezus (Special Edition)
2017-05-16 17:42:52-04:00,Float On,Goldspot,Music From The O.C. Mix 6: Covering Our Tracks (U.S. Version)
2017-05-16 17:39:24-04:00,Que me tome la noche,Javiera Mena,Otra Era
2017-05-16 17:34:35-04:00,Consolation Prizes,Phoenix,It's Never Been Like That (Deluxe Version)
2017-05-16 17:30:18-04:00,Siempre Tú,Fármacos,Estado de Gracia
2017-05-16 17:25:41-04:00,Celosía,Gepe,Hungría
2017-05-16 17:22:22-04:00,Too Young,Phoenix,United
2017-05-16 17:19:33-04:00,West Coast,Lana Del Rey,West Coast
2017-05-16 17:16:28-04:00,Up the Bracket - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-05-16 17:14:02-04:00,I'm Not Gonna Teach Your Boyfriend How to Dance With You,Black Kids,I'm Not Gonna Teach Your Boyfriend How To Dance With You
2017-05-16 17:05:56-04:00,Danza Rota,Soda Stereo,Obras Cumbres (Parte 2)
2017-05-16 17:02:43-04:00,Vacaciones en el más allá,Pedropiedra,Cripta y Vida
2017-05-16 16:59:19-04:00,Too Young,Phoenix,United
2017-05-16 08:03:31-04:00,Too Young,Phoenix,United
2017-05-16 07:59:31-04:00,Too Young,Phoenix,United
2017-05-16 07:51:16-04:00,No dejes que me calme,Fármacos,Estado de Gracia
2017-05-16 07:43:18-04:00,Just Like Heaven,The Cure,Kiss Me Kiss Me Kiss Me
2017-05-15 08:07:13-04:00,Casa latina,Odisea,Odisea
2017-05-15 08:04:50-04:00,Platina,Gepe,GP
2017-05-15 07:58:12-04:00,Vogue - Live,Madonna,I'm Going To Tell You A Secret (Audio Only DMD)
2017-05-15 07:51:17-04:00,El Amanecer,Javiera Mena,Mena
2017-05-15 07:47:08-04:00,West Coast,Lana Del Rey,West Coast
2017-05-14 22:11:42-04:00,Cómo Puedes Vivir Contigo Mismo?,Alex Anwandter,Rebeldes
2017-05-14 22:09:32-04:00,Yo para ti no soy nadie,Dënver,Sangre Cita
2017-05-14 22:02:58-04:00,Agua,Miranda!,Es Mentira
2017-05-14 22:00:50-04:00,Starboy,The Weeknd,Starboy
2017-05-14 21:56:36-04:00,Transatlanticism,Death Cab for Cutie,Transatlanticism
2017-05-14 21:52:09-04:00,La Carretera,Javiera Mena,Otra Era
2017-05-14 21:46:40-04:00,1901,Phoenix,Wolfgang Amadeus Phoenix
2017-05-14 21:41:10-04:00,Vogue - Live,Madonna,I'm Going To Tell You A Secret (Audio Only DMD)
2017-05-14 19:04:31-04:00,743,Miranda!,743
2017-05-14 19:01:19-04:00,Cuando hablamos,Javiera Mena,Esquemas juveniles
2017-05-14 18:58:47-04:00,Intentarlo Todo De Nuevo,Alex Anwandter,Amiga
2017-05-14 18:54:48-04:00,torneo local,Dënver,Fuera de Campo
2017-05-14 18:50:03-04:00,If I Ever Feel Better,Phoenix,United
2017-05-14 18:43:15-04:00,Naïve - BBC Radio 1's Jo Whiley's Live Lounge,Lily Allen,"Alright, Still [Deluxe]"
2017-05-14 18:39:43-04:00,Just Like Heaven,The Cure,Kiss Me Kiss Me Kiss Me
2017-05-13 23:20:40-03:00,Live at Lollapalooza 2013,Phoenix,
2017-05-13 23:16:36-03:00,Live at Lollapalooza 2013,Phoenix,
2017-05-13 23:13:59-03:00,Live at Lollapalooza 2013,Phoenix,
2017-05-13 23:09:15-03:00,Too Young  Girlfriend (Live on Letterman),Phoenix,
2017-05-13 22:46:06-03:00,Just Like Heaven (Bestival Live 2011),The Cure,
2017-05-12 21:55:40-03:00,Green Light,Lorde,Green Light
2017-05-12 21:51:24-03:00,West Coast,Lana Del Rey,West Coast
2017-05-12 21:46:38-03:00,La Belle et la Bête,Babyshambles,Down in Albion
2017-05-12 21:24:42-03:00,Just Like Heaven,The Cure,Kiss Me Kiss Me Kiss Me
2017-05-12 21:19:52-03:00,Just Like Heaven,The Cure,Kiss Me Kiss Me Kiss Me
2017-05-12 12:46:26-03:00,Real Slow,Miami Horror,Real Slow
2017-05-12 12:41:24-03:00,Love Like Mine,Miami Horror,All Possible Futures
2017-05-12 12:36:41-03:00,Te Enamoraste,Alex Anwandter,Amiga
2017-05-12 12:34:38-03:00,It's Not Unusual,Tom Jones,Velvet + Steel = Gold - Tom Jones 1964-1969
2017-05-12 12:31:45-03:00,For What Reason,Death Cab for Cutie,We Have the Facts and We're Voting Yes
2017-05-12 12:28:40-03:00,Lejos de Mi Alcance,Miranda!,Fuerte
2017-05-12 12:22:58-03:00,West Coast,Lana Del Rey,West Coast
2017-05-12 12:19:22-03:00,Just Like Heaven,The Cure,Kiss Me Kiss Me Kiss Me
2017-05-12 12:12:53-03:00,Los olores de tu alma,Javiera Mena,Otra Era
2017-05-12 12:09:14-03:00,Siempre Es Viernes en Mi Corazón,Alex Anwandter,Amiga
2017-05-12 12:05:12-03:00,Arrasando - Original Version,Thalía,Arrasando
2017-05-12 12:00:54-03:00,Love Song,Sara Bareilles,Little Voice
2017-05-12 11:57:22-03:00,Just Like Heaven,The Cure,Kiss Me Kiss Me Kiss Me
2017-05-11 19:13:05-03:00,West Coast,Lana Del Rey,West Coast
2017-05-11 19:08:51-03:00,Just Like Heaven,The Cure,Kiss Me Kiss Me Kiss Me
2017-05-11 19:04:50-03:00,Team,Lorde,Pure Heroine
2017-05-11 19:01:19-03:00,Just Like Heaven,The Cure,Kiss Me Kiss Me Kiss Me
2017-05-11 18:56:43-03:00,Misery,Gwen Stefani,This Is What the Truth Feels Like
2017-05-11 18:51:12-03:00,Vogue - Live,Madonna,I'm Going To Tell You A Secret (Audio Only DMD)
2017-05-11 18:45:55-03:00,Vogue,Madonna,Celebration (double disc version)
2017-05-11 18:42:16-03:00,RATA DE DOS PATAS,Paquita La Del Barrio,Mi Historia - Paquita la del Barrio
2017-05-11 18:38:44-03:00,Float On,Modest Mouse,Good News For People Who Love Bad News
2017-05-11 18:35:04-03:00,Mr. Brightside,The Killers,Hot Fuss (Deluxe Version)
2017-05-11 18:32:07-03:00,Campus,Vampire Weekend,Vampire Weekend
2017-05-11 18:28:35-03:00,Just Like Heaven,The Cure,Kiss Me Kiss Me Kiss Me
2017-05-11 18:25:31-03:00,Soul Meets Body,Death Cab for Cutie,Plans
2017-05-11 18:21:23-03:00,Belleza,Fármacos,Belleza
2017-05-11 18:17:58-03:00,Don - En vivo,Miranda!,Luna Magistral
2017-05-11 18:14:11-03:00,El lado oscuro de tu corazón,Marineros,El Lado Oscuro de Tu Corazón
2017-05-11 18:10:40-03:00,Can't Stand Me Now - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-05-11 18:07:08-03:00,Just Like Heaven,The Cure,Kiss Me Kiss Me Kiss Me
2017-05-11 08:18:06-03:00,For Lovers,Wolfman,The Rough Trade Field Guide To Music Volume One
2017-05-11 08:14:00-03:00,Fighter,Christina Aguilera,Stripped
2017-05-11 08:11:04-03:00,Hummer,Foals,Hummer
2017-05-11 08:07:11-03:00,Just Like Heaven,The Cure,Kiss Me Kiss Me Kiss Me
2017-05-11 08:03:49-03:00,Close to Me,The Cure,The Head On The Door (Deluxe Edition)
2017-05-11 07:59:02-03:00,Inbetween Days (Bestival Live 2011),The Cure,Bestival Live 2011
2017-05-11 07:54:25-03:00,West Coast,Lana Del Rey,West Coast
2017-05-10 23:04:18-03:00,Team,Lorde,Pure Heroine
2017-05-10 23:00:24-03:00,Diane Keaton,Dënver,"Música, Gramática, Gimnasia"
2017-05-10 22:57:27-03:00,Inbetween Days (Bestival Live 2011),The Cure,Bestival Live 2011
2017-05-10 22:53:59-03:00,Oh No!,Marina & the Diamonds,The Family Jewels
2017-05-10 22:49:57-03:00,743,Miranda!,743
2017-05-10 22:45:25-03:00,Like A Friend,Pulp,This Is Hardcore Deluxe Edition (2 CD )
2017-05-10 22:41:08-03:00,Florida Kilos,Lana Del Rey,Ultraviolence (Deluxe)
2017-05-10 22:37:19-03:00,Air Balloon,Lily Allen,Sheezus (Special Edition)
2017-05-10 22:34:13-03:00,Hola,Miranda!,El Disco De Tu Corazón
2017-05-10 22:28:46-03:00,Tormenta,Alex Anwandter,Rebeldes
2017-05-10 22:24:15-03:00,Casan (No puedo bloquear lo que quiero dar),Javiera Mena,Esquemas juveniles
2017-05-10 22:20:12-03:00,Romix - En vivo,Miranda!,Luna Magistral
2017-05-10 22:16:45-03:00,The Fear,Lily Allen,"It's Not Me, It's You [Special Edition]"
2017-05-10 20:56:12-03:00,Inbetween Days (Bestival Live 2011),The Cure,Bestival Live 2011
2017-05-10 20:49:04-03:00,La Belle et la Bête,Babyshambles,Down in Albion
2017-05-10 20:46:06-03:00,Inbetween Days (Bestival Live 2011),The Cure,Bestival Live 2011
2017-05-10 20:42:14-03:00,Stars Are Blind,Paris Hilton,Stars Are Blind
2017-05-10 20:05:44-03:00,Tu juego - En Vivo,Miranda!,Es Mentira Vivo
2017-05-10 20:00:06-03:00,Agua - En Vivo,Miranda!,Es Mentira Vivo
2017-05-10 19:55:22-03:00,Horóscopo - En Vivo,Miranda!,Es Mentira Vivo
2017-05-10 19:50:57-03:00,Romix - En vivo,Miranda!,Es Mentira Vivo
2017-05-10 19:31:26-03:00,Bailarina - En Vivo,Miranda!,Es Mentira Vivo
2017-05-10 19:29:47-03:00,En Esta Noche,Miranda!,Fuerte
2017-05-10 19:26:42-03:00,Lejos de Mi Alcance,Miranda!,Fuerte
2017-05-10 19:24:24-03:00,Not Fair,Lily Allen,"It's Not Me, It's You [Special Edition]"
2017-05-10 18:32:45-03:00,Inbetween Days (Bestival Live 2011),The Cure,Bestival Live 2011
2017-05-10 17:59:11-03:00,Problem,Ariana Grande,My Everything (Deluxe)
2017-05-10 17:54:01-03:00,Dancing On My Own - Radio Version,Robyn,Body Talk Pt. 1
2017-05-10 17:50:11-03:00,Burn,Ellie Goulding,Halcyon Days
2017-05-10 17:46:26-03:00,Don't Cha,The Pussycat Dolls,Hip Hop: The Collection 2008 [(Double) International Version]
2017-05-10 17:42:11-03:00,Untouched,The Veronicas,Hook Me Up (US Version)
2017-05-10 17:38:22-03:00,Cool Girl,Tove Lo,Lady Wood
2017-05-10 17:35:13-03:00,Ven Conmigo (Solamente Tú),Christina Aguilera,Mi Reflejo
2017-05-10 17:31:21-03:00,Booty,Jennifer Lopez,Booty
2017-05-10 16:41:52-03:00,Work B**ch,Britney Spears,Britney Jean (Deluxe Version)
2017-05-10 15:38:14-03:00,Teenage Dream,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection
2017-05-09 19:47:56-03:00,Hola,Miranda!,El Disco De Tu Corazón
2017-05-09 19:43:37-03:00,Stars Are Blind - Luny Tunes Remix feat. Wisin and Yandel,Paris Hilton,Stars Are Blind
2017-05-09 19:40:21-03:00,Smile,Lily Allen,"Alright, Still [Deluxe]"
2017-05-09 19:36:16-03:00,Otra Era,Javiera Mena,Otra Era
2017-05-09 19:33:23-03:00,Maldito Amor,Supernova,Supernova
2017-05-09 19:29:14-03:00,Quiero - En Vivo,Miranda!,En vivo sin Restricciones!
2017-05-09 19:25:52-03:00,En La Naturaleza (4-3-2-1-0),Gepe,GP
2017-05-09 19:22:32-03:00,All the Things She Said,t.A.T.u.,t.A.T.u. - The Best
2017-05-09 19:18:28-03:00,Move,Cansei de Ser Sexy,Donkey
2017-05-09 19:14:18-03:00,Un Día Ayer,Gepe,Audiovisión
2017-05-09 19:10:54-03:00,L8 CMMR,Lily Allen,Sheezus (Special Edition)
2017-05-09 19:08:05-03:00,Piece of Me - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-05-09 19:04:59-03:00,Lejos de Mi Alcance,Miranda!,Fuerte
2017-05-09 19:01:09-03:00,Express - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,Burlesque Original Motion Picture Soundtrack
2017-05-09 10:35:33-03:00,I'm A Slave 4 U - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-05-09 10:31:54-03:00,Tibias,Big Big Love,Friendship
2017-05-09 10:27:33-03:00,Express - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,Burlesque Original Motion Picture Soundtrack
2017-05-09 10:16:36-03:00,Lejos de Mi Alcance,Miranda!,Fuerte
2017-05-09 08:20:22-03:00,0303456 - 1999 vrs,Raffaella carrà,Fiesta
2017-05-09 08:14:08-03:00,Amiga,Alex Anwandter,Amiga
2017-05-09 08:12:17-03:00,Hummer,Foals,Hummer
2017-05-09 08:09:08-03:00,freebola,Glup!,Glup! 1999
2017-05-09 08:06:00-03:00,Cabros,Odisea,Odisea
2017-05-09 08:01:30-03:00,Yo te diré,Miranda!,El Templo del Pop
2017-05-09 07:58:50-03:00,Girlfriend,Phoenix,Wolfgang Amadeus Phoenix
2017-05-08 21:48:40-03:00,Traición,Alex Anwandter,Amiga
2017-05-08 21:43:39-03:00,Causing A Commotion - Soundtrack,Madonna,Who's That Girl Soundtrack
2017-05-08 21:38:25-03:00,"Que Se Acabe el Mundo, por Favor",Alex Anwandter,Rebeldes
2017-05-08 21:36:04-03:00,Consolation Prizes,Phoenix,It's Never Been Like That (Deluxe Version)
2017-05-08 21:33:02-03:00,El Sonido de los Corazones Que Se Quiebran,Alex Anwandter,Amiga
2017-05-08 21:30:15-03:00,No dejes que me calme,Fármacos,Estado de Gracia
2017-05-08 13:45:04-03:00,Felicidad,Alex Anwandter,Rebeldes
2017-05-08 13:40:45-03:00,Bacán tu casa,Gepe,GP
2017-05-08 13:35:55-03:00,MAI LOV,Dënver,Sangre Cita
2017-05-08 13:31:25-03:00,Lo que quieras,Dënver,"Música, Gramática, Gimnasia"
2017-05-08 13:29:00-03:00,Acá Entera,Javiera Mena,Mena
2017-05-08 13:25:38-03:00,Get Ur Freak On,Missy Elliott,Miss E...So Addictive
2017-05-08 13:21:01-03:00,Celosía,Gepe,Hungría
2017-05-08 13:17:58-03:00,Time for Heroes - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-05-08 13:11:17-03:00,Marching Bands of Manhattan,Death Cab for Cutie,Plans
2017-05-08 13:07:09-03:00,Work B**ch,Britney Spears,Britney Jean (Deluxe Version)
2017-05-08 13:05:07-03:00,Si Tú Me Quieres,Denise Rosenthal,El blog de la Feña
2017-05-08 12:58:32-03:00,Tu juego - En Vivo,Miranda!,Luna Magistral
2017-05-08 12:54:21-03:00,"Que Se Acabe el Mundo, por Favor",Alex Anwandter,Rebeldes
2017-05-05 15:29:09-03:00,Eras mi persona favorita,Teleradio Donoso,Gran Santiago
2017-05-05 15:24:36-03:00,Bacán tu casa,Gepe,GP
2017-05-05 15:20:21-03:00,Acá Entera,Javiera Mena,Mena
2017-05-05 15:15:24-03:00,Overprotected - The Darkchild Remix - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-05-05 15:11:36-03:00,Starboy,The Weeknd,Starboy
2017-05-05 15:09:38-03:00,El Amanecer,Javiera Mena,Mena
2017-05-05 15:05:23-03:00,Tatuaje,Alex Anwandter,Rebeldes
2017-05-05 15:01:26-03:00,Naïve,The Kooks,Inside In / Inside Out
2017-05-05 14:58:39-03:00,We Used to Be Friends,The Dandy Warhols,Music From The O.C. Mix 1
2017-05-05 14:55:11-03:00,La Joya,Javiera Mena,Otra Era
2017-05-05 14:52:14-03:00,Inbetween Days,The Cure,Greatest Hits
2017-05-05 14:47:34-03:00,No Pero No - En Vivo,Miranda!,Luna Magistral
2017-05-05 09:50:07-03:00,All In My Head (Flex),Fifth Harmony,7/27 (Deluxe)
2017-05-05 09:46:29-03:00,Kill Em With Kindness,Selena Gomez,Revival (Deluxe)
2017-05-05 09:42:32-03:00,Rich Girl,Gwen Stefani,Love Angel Music Baby
2017-05-05 09:38:18-03:00,Untouched,The Veronicas,Hook Me Up (US Version)
2017-05-05 09:33:08-03:00,Yo Te Diré - En Vivo,Miranda!,Luna Magistral
2017-05-05 09:29:41-03:00,In Too Deep,Sum 41,All Killer No Filler
2017-05-05 09:24:50-03:00,I Will Possess Your Heart,Death Cab for Cutie,Narrow Stairs
2017-05-05 09:22:24-03:00,Manifiesto,Alex Anwandter,Amiga
2017-05-05 09:17:57-03:00,Cuando hablamos,Javiera Mena,Esquemas juveniles
2017-05-05 09:14:06-03:00,National Anthem,Lana Del Rey,Born to Die - The Paradise Edition
2017-05-05 09:09:22-03:00,Agua,Miranda!,Es Mentira
2017-05-05 09:05:55-03:00,743,Miranda!,743
2017-05-05 09:03:49-03:00,Soul Meets Body,Death Cab for Cutie,Plans
2017-05-05 09:00:57-03:00,For What Reason,Death Cab for Cutie,We Have the Facts and We're Voting Yes
2017-05-05 08:57:28-03:00,The Fear,Lily Allen,"It's Not Me, It's You [Special Edition]"
2017-05-05 08:54:53-03:00,"CALIENTE, CALIENTE",Raffaella carrà,Grandes Exitos
2017-05-05 08:50:49-03:00,Amiga Mía,Los Prisioneros,Corazones
2017-05-05 08:46:23-03:00,Espero,Marineros,O marineros
2017-05-05 08:43:05-03:00,Smile,Lily Allen,"Alright, Still [Deluxe]"
2017-05-05 08:38:19-03:00,Real Slow,Miami Horror,Real Slow
2017-05-05 08:35:15-03:00,torneo local,Dënver,Fuera de Campo
2017-05-05 08:31:29-03:00,Naïve - BBC Radio 1's Jo Whiley's Live Lounge,Lily Allen,"Alright, Still [Deluxe]"
2017-05-05 08:26:01-03:00,Merry Happy,Kate Nash,Made of Bricks (International Version)
2017-05-05 08:22:38-03:00,Don - En vivo,Miranda!,Luna Magistral
2017-05-05 08:17:03-03:00,Tu Falta De Querer,Mon Laferte,Mon Laferte (Vol. 1)
2017-05-05 08:13:42-03:00,Last Post on the Bugle - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-05-05 08:10:05-03:00,Siempre Es Viernes en Mi Corazón,Alex Anwandter,Amiga
2017-05-05 08:03:57-03:00,Such Great Heights,The Postal Service,Give Up
2017-05-05 07:59:57-03:00,EL FONDO DEL BARRO,Dënver,Sangre Cita
2017-05-05 07:54:43-03:00,Otra Era,Javiera Mena,Otra Era
2017-05-05 07:49:57-03:00,Express - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,Burlesque Original Motion Picture Soundtrack
2017-05-04 21:16:10-03:00,3,Britney Spears,The Essential Britney Spears (Remastered)
2017-05-04 21:12:36-03:00,Can't Stand Me Now - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-05-04 21:09:12-03:00,Un Día Ayer,Gepe,Audiovisión
2017-05-04 21:05:32-03:00,Untouched,The Veronicas,Hook Me Up (US Version)
2017-05-04 20:55:36-03:00,Vogue - Live,Madonna,I'm Going To Tell You A Secret (Audio Only DMD)
2017-05-04 14:56:07-03:00,Junk of the Heart (Happy),The Kooks,Junk of the Heart
2017-05-04 11:41:49-03:00,woRK frOm HoMe,Fifth Harmony,7/27 (Deluxe)
2017-05-04 11:38:16-03:00,Ven Conmigo (Solamente Tú),Christina Aguilera,Mi Reflejo
2017-05-04 11:35:54-03:00,All the Things She Said,t.A.T.u.,t.A.T.u. - The Best
2017-05-04 11:31:37-03:00,I'm A Slave 4 U - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-05-04 11:28:10-03:00,All the Things She Said,t.A.T.u.,t.A.T.u. - The Best
2017-05-04 11:23:54-03:00,Untouched,The Veronicas,Hook Me Up (US Version)
2017-05-04 11:12:06-03:00,Vogue - Live,Madonna,I'm Going To Tell You A Secret (Audio Only DMD)
2017-05-04 11:07:53-03:00,Gimme More - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-05-04 11:04:50-03:00,Milkshake,Kelis,Tasty
2017-05-04 11:00:42-03:00,Causing A Commotion - Soundtrack,Madonna,Who's That Girl Soundtrack
2017-05-04 10:51:30-03:00,Express - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,Burlesque Original Motion Picture Soundtrack
2017-05-03 20:22:38-03:00,0303456 - 1999 vrs,Raffaella carrà,Fiesta
2017-05-03 20:18:23-03:00,Untouched,The Veronicas,Hook Me Up (US Version)
2017-05-03 20:16:05-03:00,The Sweet Escape,Gwen Stefani,The Sweet Escape (International Version)
2017-05-03 20:12:59-03:00,Traicion - En Vivo,Miranda!,En vivo sin Restricciones!
2017-05-03 20:08:18-03:00,Fighter,Christina Aguilera,Stripped
2017-05-03 20:04:01-03:00,Express - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,Burlesque Original Motion Picture Soundtrack
2017-05-03 07:55:59-03:00,Amar en el campo,Teleradio Donoso,bailar y llorar
2017-05-03 07:48:51-03:00,Express - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,Burlesque Original Motion Picture Soundtrack
2017-05-03 07:42:21-03:00,Vogue - Live,Madonna,I'm Going To Tell You A Secret (Audio Only DMD)
2017-05-03 07:37:38-03:00,Rich Girl,Gwen Stefani,Love Angel Music Baby
2017-05-03 07:33:59-03:00,Siempre Es Viernes en Mi Corazón,Alex Anwandter,Amiga
2017-05-02 22:14:40-03:00,Miranda Sings,Starships Music Video,
2017-05-02 22:10:47-03:00,ANACONDA (Miranda Sings Cover),Nicki Minaj,
2017-05-02 22:02:45-03:00,Lady Marmalade,Miranda Sings & Ariana Grande,
2017-05-02 19:41:04-03:00,Vogue - MDNA World Tour / Live 2012,Madonna,MDNA World Tour
2017-05-02 19:37:44-03:00,Express Yourself - MDNA World Tour / Live 2012,Madonna,MDNA World Tour
2017-05-02 19:27:58-03:00,Vogue - Live,Madonna,I'm Going To Tell You A Secret (Audio Only DMD)
