id,URL_of_Anchor,Result,Query_date,having_IP_Address,valid_IP_Address,Request_URL,URL_Length,SSLfinal_State,SFH,web_traffic,popUpWindow
871,-1,1,2014-02-04,No,0,0,-1,1,1,1,-1
872,1,1,2013-10-18,No,0,0,0,-1,0,1,0
873,-1,1,2013-09-25,Yes,1,0,3,-1,-1,-1,0
874,-1,1,2014-03-25,No,0,-1,-1,0,1,0,0
875,1,1,2013-11-11,No,0,-1,-1,-1,-1,0,-1
876,1,1,2013-10-30,No,0,0,0,-1,0,1,0
877,-1,1,2013-06-02,No,0,-1,0,-1,-1,1,0
878,-1,1,2014-02-11,No,0,-1,1,-1,-1,-1,-1
879,0,1,2013-06-11,No,0,0,1,1,0,1,-1
880,1,1,2013-07-22,No,0,0,-1,1,0,1,-1
881,-1,1,2014-03-10,No,0,-1,-1,-2,-1,,-1
882,-1,1,2013-07-18,No,0,-1,-1,-1,-1,0,-1
883,1,1,2013-07-13,No,0,-1,-3,-1,-1,1,0
884,-1,1,2013-12-08,Yes,1,-1,1,0,1,0,-2
885,-1,1,2013-12-30,No,0,-1,0,,3,1,-1
886,-1,1,2013-05-28,No,0,-1,0,-1,-1,0,0
887,-1,1,2013-09-07,No,0,-1,0,1,-1,0,0
888,1,1,2014-03-13,Yes,1,0,1,-1,0,1,-1
889,-1,1,2013-09-07,No,0,-1,-1,1,-1,0,
890,-1,1,2013-07-22,No,0,,1,0,1,1,-1
891,-1,1,2013-06-14,No,0,0,0,1,-1,0,0
892,1,1,2014-03-24,No,0,0,1,1,0,-1,-1
893,-1,1,2013-05-18,No,0,-1,0,0,1,-1,-1
894,-1,-3,2013-10-12,No,0,-1,-1,0,-1,,0
895,-1,1,2014-04-15,No,0,-1,-1,-1,-1,1,0
896,-1,1,2013-11-08,No,0,-1,-1,0,-1,1,-1
897,-1,1,2013-05-28,No,0,-1,-1,0,0,0,-1
898,1,1,2014-03-27,No,0,1,-1,1,-1,1,-1
899,0,1,2013-11-10,Yes,1,0,1,-1,0,,-1
900,-1,1,2014-03-18,Yes,1,-1,1,0,-1,0,-1
901,1,1,2013-04-26,No,0,0,0,1,-3,-1,-1
902,-1,1,2013-12-15,No,0,-1,-1,-1,,1,0
903,0,1,2014-03-25,No,0,-1,0,0,-1,0,-1
904,-1,1,2013-10-15,No,0,-1,-3,-1,-1,0,0
905,-1,1,2013-07-12,No,0,-1,0,-1,-1,-1,-1
906,0,1,2013-08-24,No,0,0,0,-1,0,1,0
907,1,1,2013-11-22,No,0,0,-1,-1,0,1,-1
908,,1,2013-12-09,No,0,0,-1,1,-1,1,-1
909,1,1,2013-09-09,No,0,0,-1,0,0,0,0
910,1,1,2014-01-14,No,0,1,-1,1,-1,1,-1
911,1,1,2014-03-22,No,0,-1,0,0,1,0,-1
912,-1,1,2014-01-15,No,0,-1,-1,,-1,0,0
913,1,1,2013-11-17,No,0,0,-1,1,-3,,0
914,-1,1,2014-03-31,Yes,1,-1,-1,1,-1,-1,-1
915,-1,1,2013-07-12,No,0,1,-1,0,1,1,-1
916,0,1,2014-01-21,No,0,0,0,-1,0,1,2
917,-1,1,2014-02-22,No,0,-1,0,-1,-1,-1,
918,1,1,2014-04-15,No,0,0,0,-1,0,-1,0
919,1,1,2013-12-04,No,0,0,,1,0,-1,-1
920,-1,2,2013-06-01,No,0,-1,,1,0,0,-1
921,-1,1,2014-03-05,No,0,-1,-1,-1,,1,0
922,-1,1,2013-11-23,No,0,0,0,-1,-1,0,0
923,-1,1,2013-12-04,No,0,0,0,0,-1,0,-1
924,-1,,2014-04-02,No,0,-1,-1,0,-1,0,-2
925,-1,1,2014-02-06,No,0,-1,-1,-1,-1,0,0
926,-1,1,2013-06-20,Yes,1,-1,0,1,-1,-1,0
927,-1,1,2014-02-27,No,0,-1,-1,-2,-1,0,0
928,1,1,2013-07-21,No,0,,1,-1,0,1,0
929,-1,1,2013-05-08,Yes,1,-1,1,0,-1,1,-1
930,1,1,2013-06-21,Yes,1,1,0,0,1,-1,-1
931,-1,1,2014-04-11,No,0,-1,-1,-1,-1,-1,0
932,1,1,2013-08-14,No,0,0,-1,0,0,1,0
933,-1,1,2013-08-08,No,0,-1,,0,-3,0,-1
934,-1,1,2013-09-28,No,0,0,0,-1,-1,-1,0
935,-1,1,2013-11-10,No,0,3,0,0,1,,-1
936,1,1,2014-02-18,No,0,-1,1,1,,-1,0
937,-1,1,2014-04-07,No,0,0,-1,-1,-1,1,0
938,0,1,2014-01-19,No,-2,0,-1,-1,0,1,0
939,-1,1,2013-09-21,No,0,3,-1,0,,1,-1
940,1,1,2013-06-02,No,0,0,-1,1,0,0,0
941,-1,1,2013-09-17,No,0,-1,0,0,-1,0,-1
942,-1,1,2013-10-11,No,0,0,1,,-1,-1,-1
943,1,1,2013-07-09,No,0,0,-1,-1,0,0,-1
944,-1,1,2013-12-12,No,0,-1,0,-1,3,0,-1
945,1,1,2013-12-13,No,0,0,-1,0,0,-1,-1
946,1,1,2013-08-06,No,,1,0,1,-1,1,-1
947,-1,1,2013-06-04,No,0,0,0,0,1,0,-1
948,0,1,2013-06-13,No,0,0,-1,-1,0,0,0
949,-1,1,2013-07-09,No,0,-1,-1,-1,1,1,0
950,-1,1,2013-04-28,No,3,-1,0,0,-1,0,0
951,1,1,2014-01-27,No,,0,-1,-1,0,0,-1
952,-1,-2,2013-12-01,Yes,1,-1,-1,1,-1,0,-1
953,1,1,2014-02-23,No,0,0,0,0,0,1,-1
954,-1,1,2013-07-11,No,0,-1,0,0,-1,0,0
955,-1,1,2013-08-08,No,0,-1,0,0,-1,1,-1
956,1,1,2013-08-30,No,0,0,0,0,0,0,-1
957,1,1,2014-04-20,No,0,0,0,-1,0,1,0
958,-1,,2013-06-06,No,0,-1,-1,1,1,1,-1
959,1,1,2013-07-24,No,0,0,0,-1,0,-1,2
960,-1,1,2013-05-18,No,0,0,-1,-1,-1,1,-1
961,-1,1,2013-08-05,No,0,-1,0,-1,-1,1,-1
962,-1,1,2014-02-06,No,0,-1,0,-1,-1,1,0
963,-1,1,2013-10-26,No,0,0,1,0,1,0,
964,-1,1,2013-08-01,No,0,-1,-1,0,-2,0,-1
965,-1,1,2013-06-05,No,0,-1,-1,3,-1,1,-1
966,-1,1,2013-10-07,No,0,-1,-1,-1,-1,0,-1
967,-1,1,2013-12-06,No,0,0,-1,,-1,0,-1
968,-1,1,2014-04-14,No,0,0,0,-1,-1,-1,-1
969,-1,1,2013-05-19,No,0,-1,0,-1,-1,1,0
970,-1,1,2013-09-26,No,0,-1,-3,1,-1,0,-1
971,-1,1,2013-12-26,No,0,-1,0,-1,-1,0,-1
972,-1,-3,2013-08-06,No,0,-1,-1,,-1,1,-1
973,-1,1,2014-01-23,No,0,-1,-1,1,-1,0,0
974,-1,1,2013-05-01,No,0,0,0,1,-1,0,-1
975,1,1,2013-05-03,No,0,-1,-1,0,-1,0,0
976,-1,1,2013-09-13,No,0,-1,0,1,-1,-1,-1
977,1,2,2013-12-28,No,0,0,0,0,0,-1,-1
978,0,1,2013-08-26,No,0,-1,-1,0,1,-3,-1
979,-1,1,2014-01-18,No,0,0,0,,-1,-3,-1
980,-1,1,2014-01-23,No,0,-2,0,-1,,1,0
981,0,1,2013-12-09,Yes,1,-3,1,-1,0,0,-1
982,1,1,2013-05-10,No,0,0,0,0,0,1,-1
983,-1,1,2013-05-26,No,0,-1,0,0,-1,1,-1
984,,1,2013-12-24,Yes,1,0,1,-1,-1,1,-1
985,-1,-2,2013-10-18,No,0,,-1,1,1,1,-1
986,-1,1,2013-06-17,No,0,0,-1,0,-1,1,0
987,-1,1,2013-12-27,No,0,-1,-1,1,1,-2,-1
988,-1,1,2014-03-17,No,0,-1,0,2,-1,0,-1
989,1,1,2013-12-29,No,0,0,-1,-1,0,0,-1
990,1,1,2014-01-04,No,0,0,0,-1,0,1,0
991,1,1,2013-08-23,Yes,1,0,0,1,0,,0
992,1,1,2013-07-02,No,0,0,0,0,0,-1,
993,-1,1,2013-12-01,No,0,-1,0,2,-1,1,0
994,-1,1,2014-02-08,No,0,-1,-1,1,-1,1,-2
995,-1,1,2013-12-01,No,0,-1,0,0,-1,1,-1
996,1,1,2013-05-30,No,0,-1,0,-1,-1,0,-1
997,-1,1,2013-12-07,No,0,-1,0,1,-1,,-1
998,1,1,2013-07-29,No,0,0,0,-1,0,0,0
999,-1,1,2013-06-23,No,0,0,0,-1,-1,-1,-1
1000,-1,1,2013-10-01,No,2,-1,0,-1,-1,1,0
1001,-1,1,2013-06-14,No,0,-1,0,-1,-1,0,-1
1002,-1,1,2014-03-27,No,0,-1,-1,0,-1,-1,-1
1003,1,1,2013-09-05,No,0,0,0,-1,0,1,-1
1004,1,1,2013-05-22,No,,0,0,-2,0,0,-1
1005,0,1,2014-02-17,No,,0,1,-1,0,1,-1
1006,1,1,2013-06-21,No,,0,1,-1,0,1,-1
1007,-1,1,2013-05-12,No,0,-1,-1,0,-1,-3,-1
1008,-1,1,2013-12-22,No,0,-1,-1,1,-1,0,-1
1009,-1,1,2013-05-08,No,0,-1,0,-1,-1,0,-1
1010,-1,1,2014-01-22,No,0,-1,0,0,-1,,0
1011,-1,1,2013-12-07,Yes,1,-1,1,0,-1,0,0
1012,1,1,2013-12-01,No,0,1,-1,0,1,-1,-1
1013,1,,2013-07-30,No,0,0,0,-1,0,1,-1
1014,1,1,2013-05-22,No,0,0,0,-1,0,1,0
1015,-1,3,2013-05-07,No,0,-1,-1,0,1,-1,-1
1016,-1,1,2013-09-13,Yes,1,0,3,1,-1,0,
1017,-1,1,2013-07-21,No,0,,0,0,-1,0,-1
1018,-1,1,2013-10-12,No,,-1,0,0,-1,0,-1
1019,-1,,2013-10-29,No,0,1,-1,-1,-1,1,0
1020,1,1,2014-03-15,No,0,1,0,-1,1,1,-1
1021,-1,1,2013-06-15,No,0,-1,-1,0,1,1,-1
1022,-1,1,2013-11-14,No,0,-1,0,0,-1,1,-1
1023,,2,2013-12-03,No,0,-1,0,-1,-1,1,-1
1024,-1,1,2013-05-29,No,0,-1,-1,0,-1,1,0
1025,1,,2013-09-26,No,0,0,0,1,0,1,0
1026,-1,1,2013-08-05,No,0,,-1,1,-1,-1,-1
1027,-1,1,2013-12-28,No,0,-1,-1,-1,-1,0,-1
1028,1,1,2013-12-23,No,0,-1,0,1,-1,-2,-1
1029,0,1,2013-10-13,Yes,1,0,1,-1,0,0,0
1030,-1,1,2013-11-12,No,0,-1,0,0,1,0,-1
1031,-1,,2013-07-18,No,0,-1,-1,3,-1,-1,0
1032,-1,2,2014-03-13,No,0,-1,0,0,-1,0,-1
1033,1,1,2013-07-23,No,0,1,1,1,1,1,-1
1034,1,1,2013-08-12,No,0,1,0,0,1,0,0
1035,1,1,2014-01-27,No,0,-1,-1,-1,-1,0,0
1036,-1,1,2013-12-03,No,0,-1,-1,1,1,0,-1
1037,-1,1,2014-04-14,No,0,0,-1,0,1,1,-1
1038,-1,1,2014-04-09,No,0,-1,0,0,-1,0,-1
1039,1,1,2014-02-24,No,0,1,-1,0,-1,0,-1
1040,-1,1,2013-10-29,No,0,-1,0,-1,-1,0,0
1041,-1,1,2013-09-12,No,0,-1,-1,1,-1,1,-1
1042,1,1,2014-01-14,No,0,0,0,-1,0,1,0
1043,-1,1,2013-08-12,No,-3,-1,-1,1,1,1,0
1044,,1,2013-07-05,No,0,0,0,1,-1,-2,-1
1045,1,1,2014-03-12,No,0,0,-1,-1,0,1,-1
1046,1,1,2014-01-24,No,0,0,0,0,0,-1,-1
1047,1,1,2013-06-28,No,0,1,-1,0,1,0,-1
1048,-2,1,2013-11-14,No,0,-1,-1,-1,-1,0,0
1049,-1,1,2013-07-27,No,0,0,-3,-1,-1,1,-1
1050,-1,1,2013-11-08,No,0,,0,-1,-1,0,-1
1051,-1,1,2013-09-15,No,0,-1,-3,-1,-1,,-1
1052,-1,1,2013-08-20,No,0,-3,-1,1,-1,1,-1
1053,-1,1,2014-04-01,No,0,-1,0,-1,-1,,-1
1054,-1,1,2014-01-20,No,0,-1,-1,0,-1,1,-1
1055,1,1,2013-10-28,No,0,1,-1,-1,1,1,0
1056,-1,1,2013-09-08,No,0,-1,0,-1,-1,-1,-1
1057,3,1,2014-01-03,No,0,0,0,-1,0,0,-1
1058,-1,1,2013-08-22,No,3,-1,-1,0,1,0,-1
1059,-1,1,2013-05-04,No,,0,0,0,-1,0,0
1060,-1,1,2013-12-03,No,0,-1,-1,0,,1,0
1061,-1,1,2013-10-03,Yes,1,0,1,-1,-1,1,-1
1062,,1,2014-04-17,No,0,0,-1,0,-1,1,-1
1063,-1,1,2013-07-07,No,0,-1,-1,-1,3,1,0
1064,-1,1,2013-10-20,No,0,1,-1,1,-1,1,-1
1065,-1,-2,2014-01-27,No,0,-1,-1,-1,-1,0,0
1066,-1,1,2013-06-24,No,0,-1,0,-1,-1,1,0
1067,1,1,2014-02-02,No,0,,0,-1,3,0,-1
1068,-1,1,2013-11-19,No,0,0,1,-1,-1,,-1
1069,-1,1,2013-07-08,No,0,-1,-1,0,-1,0,-1
1070,-1,1,2013-08-11,No,0,-1,0,1,-1,0,
1071,1,1,2014-04-12,No,0,-1,0,-1,-1,1,-1
1072,-1,1,2013-12-27,No,0,,-1,-1,-1,-1,-1
1073,-1,1,2013-09-15,No,0,0,-1,0,-1,1,-1
1074,1,1,2014-01-24,No,0,0,-1,1,0,0,-1
1075,1,1,2014-04-08,Yes,1,-1,1,1,-1,2,0
1076,-1,1,2014-01-13,No,-2,-1,0,1,-1,0,-1
1077,1,1,2014-01-31,No,0,0,-1,-1,0,1,0
1078,-1,1,2013-07-21,No,0,-1,-1,-1,1,1,0
1079,-1,1,2013-10-17,No,0,,0,-1,-1,0,0
1080,1,1,2013-05-06,No,0,0,0,0,0,1,-1
1081,1,1,2013-07-28,No,0,0,-1,-1,0,-1,0
1082,1,1,2013-11-21,No,,1,0,-1,1,1,0
1083,1,1,2014-01-24,No,0,-1,-1,-1,-1,1,-1
1084,-1,1,2013-11-04,No,0,-1,-1,-1,-1,0,-1
1085,1,1,2013-09-18,No,0,0,0,-1,0,0,0
1086,-1,1,2014-01-03,No,0,0,2,0,-1,1,-1
1087,,1,2014-01-09,No,0,-1,0,-1,-1,-1,0
1088,1,1,2014-02-07,No,0,-1,-1,-1,-1,1,-1
1089,0,1,2013-11-24,No,0,-1,-1,1,-1,-2,0
1090,0,1,2013-08-29,No,0,-1,0,1,-1,1,0
1091,-1,1,2014-02-01,No,0,0,0,-1,-1,,0
1092,1,1,2013-05-02,No,0,0,,-1,0,-1,-1
1093,1,1,2013-10-31,No,0,1,-1,1,-1,1,-1
1094,-1,1,2013-09-12,No,0,-1,-1,0,1,1,-1
1095,,1,2013-08-20,No,0,-1,-1,0,-1,1,-1
1096,-1,1,2014-02-26,No,0,-1,0,-1,-1,1,0
1097,1,1,2013-11-28,No,0,-2,1,1,-1,1,-1
1098,1,1,2013-09-04,No,,1,-1,0,-1,1,-1
1099,1,1,2013-09-09,No,0,-1,-1,-1,-1,-1,0
1100,-1,1,2014-03-18,Yes,1,,1,-1,-1,0,0
1101,-1,1,2013-12-27,No,0,-1,-1,-1,-1,3,-1
1102,1,1,2013-07-01,No,0,0,0,0,-1,1,-1
1103,-1,1,2014-02-24,No,0,-1,0,1,-1,1,-1
1104,1,1,2013-11-05,No,0,0,0,-1,0,1,0
1105,1,3,2014-01-05,No,0,0,0,0,0,1,-1
1106,1,1,2014-03-23,No,,1,-1,-1,-1,1,0
1107,-1,1,2013-06-23,No,0,1,-1,0,1,0,0
1108,-1,1,2013-08-12,No,0,0,0,0,-1,1,-1
1109,-1,1,2013-05-18,No,0,3,0,-1,-1,0,-1
1110,0,1,2014-02-03,No,0,-1,-1,0,-1,2,-1
1111,,1,2013-08-13,Yes,1,-3,1,1,-1,0,0
1112,-1,1,2013-07-24,No,0,-1,0,0,-1,0,-1
1113,1,1,2014-04-01,No,2,1,-1,,-1,1,-1
1114,1,1,2013-09-13,No,0,1,1,-1,-1,1,0
1115,-1,1,2013-08-17,No,0,-1,-1,0,1,3,-1
1116,-1,1,2014-02-26,No,0,-1,-1,0,-1,0,
1117,-1,1,2014-02-09,No,0,-1,1,0,1,0,-1
1118,-1,1,2013-05-11,No,0,0,0,-1,-1,1,-1
1119,-1,1,2013-06-05,No,0,-1,0,0,1,0,-1
1120,1,2,2013-10-16,No,0,0,0,,0,1,0
1121,1,1,2013-10-08,No,0,0,0,-1,0,0,-1
1122,1,1,2014-04-02,No,0,,0,0,0,0,0
1123,-1,1,2013-07-17,No,0,-3,0,-1,-1,,0
1124,-1,1,2013-07-01,No,0,-1,0,-1,-1,-1,0
1125,-1,1,2014-03-28,No,0,0,0,-1,-1,0,-1
1126,1,1,2013-09-23,No,0,-1,0,0,-1,-1,-1
1127,-1,1,2013-06-12,No,0,,0,1,-1,0,-1
1128,1,1,2013-12-24,No,0,0,-1,,0,-1,0
1129,-1,2,2014-04-20,Yes,,1,1,-1,-1,1,-1
1130,1,1,2013-12-27,No,0,0,1,-1,0,-1,-1
1131,1,1,2014-01-16,No,0,0,0,-1,,1,0
1132,-1,1,2013-09-07,No,0,-1,1,2,-1,0,0
1133,-1,1,2013-11-14,No,0,-1,0,1,-1,0,-3
1134,-1,3,2013-07-08,No,0,1,-1,1,-1,1,-1
1135,-1,1,2014-02-23,No,0,-1,-1,1,-1,1,-1
1136,1,1,2013-06-17,No,0,-1,1,0,1,-1,-1
1137,1,1,2013-05-06,No,0,0,-1,0,1,-1,-1
1138,-1,1,2013-07-02,No,0,-1,1,-1,-1,0,-1
1139,0,-3,2013-10-25,No,0,-1,-1,1,-1,0,-1
1140,0,1,2014-01-14,No,0,0,0,-1,0,-1,-1
1141,-1,1,2013-05-13,No,0,-1,0,-1,-1,1,0
1142,,1,2013-08-25,No,0,-1,-1,-1,-1,0,0
1143,,1,2013-07-31,No,0,0,-1,-1,-1,1,0
1144,1,1,2013-05-25,No,0,3,1,0,-1,-1,-1
1145,1,1,2013-10-08,No,0,-1,,0,1,-1,-1
1146,-1,1,2014-03-26,No,0,-1,0,0,-1,0,-1
1147,-1,1,2013-06-11,No,0,-1,0,-1,-1,1,-1
1148,-1,1,2013-09-07,No,0,-1,0,-2,-1,0,0
1149,1,1,2014-04-16,No,0,-1,-1,1,1,0,-1
1150,-1,1,2013-12-11,No,0,-1,-1,0,1,0,-1
1151,1,1,2013-09-14,No,0,-1,1,-3,-1,1,-1
1152,-1,1,2013-06-14,No,0,0,-1,0,,0,-1
1153,-1,1,2013-08-16,No,0,-1,0,0,,1,-1
1154,1,1,2013-09-19,No,0,0,0,-1,0,0,
1155,-1,1,2013-05-20,No,0,0,-1,0,-1,0,0
1156,-1,1,2013-05-04,No,0,-1,-1,0,-1,0,-1
1157,-1,1,2013-06-06,No,0,0,0,-1,-1,-3,-1
1158,-1,1,2014-02-19,No,0,0,-3,0,-1,1,-1
1159,1,1,2013-08-19,No,0,0,0,-1,0,1,3
1160,,1,2014-04-14,No,0,0,0,-1,0,-1,-1
1161,1,3,2014-02-01,No,0,0,1,1,-1,1,-1
1162,-1,1,2013-07-26,No,0,-1,0,-1,-1,0,0
1163,-3,1,2013-06-29,No,0,0,0,-1,0,0,-1
1164,-1,1,2014-03-17,No,0,-1,-1,-1,-1,0,-1
1165,-1,1,2014-04-13,No,0,-1,-1,-1,-1,-1,-1
1166,1,1,2013-05-18,No,0,-1,0,-1,-1,1,0
1167,0,1,2013-06-01,No,,0,-1,-1,0,1,0
1168,-1,1,2013-10-10,No,0,0,-1,0,1,1,-1
1169,1,1,2014-04-08,No,0,-1,,-1,-1,1,3
1170,0,1,2013-08-22,No,0,0,-2,-1,0,0,-1
1171,-1,1,2014-01-16,No,0,0,0,-1,-1,1,-1
1172,0,1,2014-04-16,No,0,0,0,-1,0,0,-1
1173,-1,1,2013-07-14,No,0,-1,0,-1,-1,,0
1174,-1,1,2014-02-06,No,0,0,0,-1,-1,-1,-1
1175,-1,1,2014-04-12,No,0,-1,0,-1,-1,1,-1
1176,-1,1,2013-08-11,No,0,-1,2,-1,-1,0,-1
1177,-1,1,2013-11-13,No,0,0,-1,0,,1,0
1178,-1,1,2014-03-16,Yes,1,-1,1,1,-1,0,-1
1179,-1,1,2013-08-10,No,0,-1,-1,1,-1,1,-1
1180,-1,1,2013-04-26,No,0,-3,-1,1,1,0,-1
1181,-1,1,2013-09-23,No,0,-1,0,0,-1,0,-1
1182,-1,1,2013-10-21,No,0,0,-1,0,-1,1,0
1183,-1,1,2013-12-16,No,0,-1,-1,-1,,0,0
1184,-1,1,2013-05-21,No,0,-1,-1,1,-1,-1,-1
1185,1,1,2014-01-17,Yes,1,0,1,-1,0,1,-1
1186,-1,1,2014-04-21,No,0,0,0,1,-1,-1,-1
1187,0,3,2014-01-20,No,0,-1,-1,1,-1,0,0
1188,-1,1,2013-05-29,Yes,1,0,1,1,-2,0,0
1189,1,1,2013-08-22,Yes,1,0,1,-1,0,0,3
1190,1,1,2013-05-21,No,0,0,0,-1,0,-1,0
1191,-1,1,2013-10-21,No,0,-1,0,-1,-1,2,
1192,-1,1,2013-08-07,No,-3,-1,,-1,-1,1,0
1193,-1,1,2013-06-07,No,0,-1,-1,1,-1,0,0
1194,-1,1,2013-12-16,No,0,-1,0,-1,-1,0,-1
1195,-1,1,2013-07-06,No,0,-1,-1,1,1,1,
1196,-1,1,2013-07-27,No,-3,-1,0,-1,-1,1,-1
1197,-2,1,2013-09-17,Yes,1,0,,-1,-1,-1,-1
1198,-1,1,2014-03-01,No,0,,-1,1,-1,0,-1
1199,-1,1,2013-12-31,Yes,1,0,3,-1,,-1,-1
1200,0,1,2013-07-08,No,0,0,0,-1,0,-1,0
1201,-1,1,2013-10-03,No,0,-1,2,0,1,0,-1
1202,-1,,2013-09-27,No,0,0,0,-1,-1,0,0
1203,-1,1,2013-09-20,No,0,-1,0,0,-2,1,-1
1204,-1,1,2013-09-10,Yes,1,-1,1,-1,-1,0,-1
1205,1,1,2014-02-25,No,0,,-1,-1,0,0,0
1206,0,1,2013-06-07,Yes,1,,1,1,0,-1,0
1207,1,1,2014-03-22,No,0,0,1,1,-1,1,-1
1208,1,1,2013-07-16,No,0,0,0,0,0,1,-1
1209,-1,1,2013-06-03,No,0,0,-1,0,1,1,
1210,0,1,2014-04-10,No,0,-1,-1,-3,-1,1,-1
1211,-1,1,2013-09-25,Yes,1,0,,1,-1,-1,-1
1212,0,1,2013-06-01,No,0,-1,-1,1,-1,0,-1
1213,-1,1,2014-04-12,No,0,-1,-1,1,-1,0,0
1214,1,1,2013-07-18,Yes,1,1,-1,0,1,-1,
1215,-1,1,2013-05-18,No,0,0,0,-1,-1,0,-1
1216,1,1,2013-12-01,No,0,0,0,0,0,0,-1
1217,1,1,2013-05-27,No,0,1,,0,1,0,-1
1218,-1,1,2013-07-18,No,0,-1,1,-1,,0,-1
1219,-1,1,2013-10-10,No,0,-1,-1,-1,-1,0,-1
1220,-1,1,2013-07-26,No,0,-1,-1,-1,-1,0,0
1221,1,1,2013-11-18,No,0,0,1,-1,0,1,-3
1222,-3,1,2013-05-30,No,0,-1,0,1,-1,0,-1
1223,-1,,2013-12-14,No,0,0,0,1,-1,0,-1
1224,-1,1,2013-04-21,No,-3,-1,,0,-1,0,-1
1225,-1,1,2013-04-28,Yes,1,-1,1,-1,-1,1,0
1226,-1,1,2013-06-27,No,0,0,1,-1,-1,0,-1
1227,-1,1,2014-04-04,No,0,0,1,1,-1,0,-1
1228,1,1,2013-05-18,No,0,0,-1,-1,0,-1,-1
1229,1,1,2013-09-21,No,0,-1,-1,-1,2,1,0
1230,1,1,2013-08-12,Yes,1,0,1,0,0,1,-1
1231,1,1,2013-06-13,No,0,1,1,0,1,-1,-1
1232,-1,1,2013-06-08,No,0,-1,-1,0,1,-1,-1
1233,-1,1,2014-02-11,No,0,-1,-2,0,-1,1,-1
1234,-1,1,2013-12-20,No,0,-3,0,-1,-1,0,-1
1235,-1,1,2014-02-24,No,0,-1,0,0,-1,1,2
1236,-1,1,2014-02-15,No,0,-1,-1,1,-1,1,-1
1237,1,1,2013-10-27,No,0,0,0,-1,0,0,-1
1238,-1,1,2014-03-08,No,0,-1,0,0,1,1,-1
1239,-1,1,2014-01-05,No,0,-1,-1,1,-1,1,0
1240,0,1,2013-06-21,No,0,0,-1,1,0,-1,-1
1241,0,1,2013-07-18,No,0,0,1,-1,0,1,0
1242,1,1,2013-05-26,No,0,0,-1,1,0,1,-1
1243,-1,1,2013-09-25,No,0,-1,0,0,-1,0,
1244,-1,1,2013-10-18,No,0,0,-1,1,-1,1,0
1245,0,1,2013-05-15,No,0,0,0,-1,0,1,0
1246,1,1,2013-09-22,No,0,-1,-1,-1,-1,1,0
1247,1,1,2013-06-01,No,0,-2,0,0,,0,0
1248,-1,1,2013-06-10,No,0,-1,-3,-1,-1,-1,-1
1249,,1,2013-12-03,No,0,-1,-1,-1,-1,0,0
